uid,name,phone,region_id,area_id,distributor_id,territory_id,points,routes,notes
R0000016,Retailer 16,01100000016,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,20,Route Q,Note 16
R0000017,Retailer 17,01100000017,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,15,Route R,Note 17
R0000018,Retailer 18,01100000018,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,74,Route S,Note 18
R0000019,Retailer 19,01100000019,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,30,Route T,Note 19
R0000020,Retailer 20,01100000020,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,44,Route U,Note 20
R0000021,Retailer 21,01100000021,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,61,Route V,Note 21
R0000022,Retailer 22,01100000022,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,19,Route W,Note 22
R0000023,Retailer 23,01100000023,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,29,Route X,Note 23
R0000024,Retailer 24,01100000024,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,59,Route Y,Note 24
R0000025,Retailer 25,01100000025,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,36,Route Z,Note 25
R0000026,Retailer 26,01100000026,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,14,Route A,Note 26
R0000027,Retailer 27,01100000027,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,76,Route B,Note 27
R0000028,Retailer 28,01100000028,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,36,Route C,Note 28
R0000029,Retailer 29,01100000029,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,14,Route D,Note 29
R0000030,Retailer 30,01100000030,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,40,Route E,Note 30
R0000031,Retailer 31,01100000031,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,15,Route F,Note 31
R0000032,Retailer 32,01100000032,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,32,Route G,Note 32
R0000033,Retailer 33,01100000033,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,68,Route H,Note 33
R0000034,Retailer 34,01100000034,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,24,Route I,Note 34
R0000035,Retailer 35,01100000035,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,26,Route J,Note 35
R0000036,Retailer 36,01100000036,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,34,Route K,Note 36
R0000037,Retailer 37,01100000037,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,49,Route L,Note 37
R0000038,Retailer 38,01100000038,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,61,Route M,Note 38
R0000039,Retailer 39,01100000039,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,18,Route N,Note 39
R0000040,Retailer 40,01100000040,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,15,Route O,Note 40
R0000041,Retailer 41,01100000041,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,7,Route P,Note 41
R0000042,Retailer 42,01100000042,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,63,Route Q,Note 42
R0000043,Retailer 43,01100000043,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,41,Route R,Note 43
R0000044,Retailer 44,01100000044,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,33,Route S,Note 44
R0000045,Retailer 45,01100000045,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,84,Route T,Note 45
R0000046,Retailer 46,01100000046,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,34,Route U,Note 46
R0000047,Retailer 47,01100000047,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,44,Route V,Note 47
R0000048,Retailer 48,01100000048,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,67,Route W,Note 48
R0000049,Retailer 49,01100000049,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,13,Route X,Note 49
R0000050,Retailer 50,01100000050,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,36,Route Y,Note 50
R0000051,Retailer 51,01100000051,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,61,Route Z,Note 51
R0000052,Retailer 52,01100000052,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,100,Route A,Note 52
R0000053,Retailer 53,01100000053,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,39,Route B,Note 53
R0000054,Retailer 54,01100000054,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,58,Route C,Note 54
R0000055,Retailer 55,01100000055,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,17,Route D,Note 55
R0000056,Retailer 56,01100000056,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,37,Route E,Note 56
R0000057,Retailer 57,01100000057,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,96,Route F,Note 57
R0000058,Retailer 58,01100000058,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,44,Route G,Note 58
R0000059,Retailer 59,01100000059,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,54,Route H,Note 59
R0000060,Retailer 60,01100000060,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,31,Route I,Note 60
R0000061,Retailer 61,01100000061,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,90,Route J,Note 61
R0000062,Retailer 62,01100000062,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,87,Route K,Note 62
R0000063,Retailer 63,01100000063,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,85,Route L,Note 63
R0000064,Retailer 64,01100000064,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,82,Route M,Note 64
R0000065,Retailer 65,01100000065,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,25,Route N,Note 65
R0000066,Retailer 66,01100000066,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,11,Route O,Note 66
R0000067,Retailer 67,01100000067,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,66,Route P,Note 67
R0000068,Retailer 68,01100000068,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,47,Route Q,Note 68
R0000069,Retailer 69,01100000069,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,9,Route R,Note 69
R0000070,Retailer 70,01100000070,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,37,Route S,Note 70
R0000071,Retailer 71,01100000071,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,16,Route T,Note 71
R0000072,Retailer 72,01100000072,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,71,Route U,Note 72
R0000073,Retailer 73,01100000073,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,89,Route V,Note 73
R0000074,Retailer 74,01100000074,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,12,Route W,Note 74
R0000075,Retailer 75,01100000075,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,85,Route X,Note 75
R0000076,Retailer 76,01100000076,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,56,Route Y,Note 76
R0000077,Retailer 77,01100000077,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,21,Route Z,Note 77
R0000078,Retailer 78,01100000078,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,62,Route A,Note 78
R0000079,Retailer 79,01100000079,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,18,Route B,Note 79
R0000080,Retailer 80,01100000080,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,78,Route C,Note 80
R0000081,Retailer 81,01100000081,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,46,Route D,Note 81
R0000082,Retailer 82,01100000082,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,94,Route E,Note 82
R0000083,Retailer 83,01100000083,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,38,Route F,Note 83
R0000084,Retailer 84,01100000084,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,40,Route G,Note 84
R0000085,Retailer 85,01100000085,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,50,Route H,Note 85
R0000086,Retailer 86,01100000086,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,16,Route I,Note 86
R0000087,Retailer 87,01100000087,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,94,Route J,Note 87
R0000088,Retailer 88,01100000088,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,25,Route K,Note 88
R0000089,Retailer 89,01100000089,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,43,Route L,Note 89
R0000090,Retailer 90,01100000090,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,42f1fa46-c8f6-43cc-819a-e4a4daaa6147,40,Route M,Note 90
R0000091,Retailer 91,01100000091,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,22,Route N,Note 91
R0000092,Retailer 92,01100000092,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,39,Route O,Note 92
R0000093,Retailer 93,01100000093,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,769d78cc-cefa-4ce5-9682-cc9c9382be5c,bae8b0d6-57ce-408d-9dc1-6d0870553927,75,Route P,Note 93
R0000094,Retailer 94,01100000094,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,85,Route Q,Note 94
R0000095,Retailer 95,01100000095,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,76,Route R,Note 95
R0000096,Retailer 96,01100000096,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,1,Route S,Note 96
R0000097,Retailer 97,01100000097,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,68,Route T,Note 97
R0000098,Retailer 98,01100000098,441f4f6b-5cda-4239-904e-06ae22a6ef95,f97f79e5-6503-4ae8-82ef-a3ca7bc40fb9,4a3cb162-ffce-46d7-94fa-bc62259174b0,bae8b0d6-57ce-408d-9dc1-6d0870553927,63,Route U,Note 98
R0000099,Retailer 99,01100000099,c8c3ed5b-d5af-4b79-839c-bf8096895f0e,72741089-45de-4a98-8e88-46ae6bfcd848,576f71a1-d21f-467a-bafd-6bf73f72a4da,5d2ce337-a4ce-48dd-9850-4e0139d6a9dc,46,Route V,Note 99
